date,open,high,low,close,volume,amount,turnover,code,name,pct_chg
2020-01-02,107.41745135,109.06062475,105.9045295,107.7280512,20611589,2213454650.95,1.7139,300750,宁德时代,
2020-01-03,107.7280512,110.40321765,106.17505195,109.76197925,18084178,1956828808.74,1.5038,300750,宁德时代,1.888020833333326
2020-01-06,111.5153655,114.7215575,108.008593,109.30108915,26500200,2958351779.87,2.2036,300750,宁德时代,-0.4198995892286672
2020-01-07,109.22093435,109.8521534,107.61783835,108.7099475,13507544,1461154189.47,1.1232,300750,宁德时代,-0.5408378403153336
2020-01-08,109.22093435,111.7157525,107.3072385,109.812076,19224068,2098374347.29,1.5986,300750,宁德时代,1.0138248847926246
2020-01-09,112.21672,115.7234925,110.22286935,115.222525,20164351,2287090666.44,1.6767,300750,宁德时代,4.92700729927007
2020-01-10,114.420977,114.420977,111.8961008,113.52925485,14428007,1628569248.45,1.1997,300750,宁德时代,-1.469565217391311
2020-01-13,116.22446,118.7092588,114.420977,117.1262015,21597445,2516539925.09,1.7959,300750,宁德时代,3.168299355749715
2020-01-14,119.74125185,120.98365125,115.4028733,115.9238795,21768473,2585867747.09,1.8101,300750,宁德时代,-1.026518391787845
2020-01-15,115.9238795,117.8075173,112.42712635,115.5231055,17758720,2031327383.2,1.4767,300750,宁德时代,-0.34572169403629394
2020-01-16,116.22446,116.7254275,114.07029975,116.625234,12934158,1492301746.76,1.0755,300750,宁德时代,0.9540329575021822
2020-01-17,116.5851566,117.7874786,114.22059,115.3026798,14662407,1694771901.3,1.2192,300750,宁德时代,-1.134020618556697
2020-01-20,115.21250565,125.3220298,113.1184615,123.438392,24892200,2992287056.79,2.0699,300750,宁德时代,7.055961070559591
2020-01-21,122.74705685,123.238005,120.6930901,121.88539275,14267108,1734790906.52,1.1864,300750,宁德时代,-1.2581168831168776
2020-01-22,121.88539275,134.0789417,119.6110003,134.0789417,34991561,4493837402.16,2.9097,300750,宁德时代,10.00411015207563
2020-01-23,132.7563875,137.265095,125.3420685,130.82265295,35986224,4755930193.29,2.9924,300750,宁德时代,-2.4286354804961996
2020-02-03,126.8048936,143.7576338,126.7447775,135.6219216,52634602,7148822247.27,4.3768,300750,宁德时代,3.66853029026577
2020-02-04,146.05206495,149.1881215,140.28091935,149.1881215,35913583,5283954889.56,2.9864,300750,宁德时代,10.002955082742314
2020-02-05,158.47605895,164.10693365,156.6024405,164.10693365,53082382,8588999756.73,4.414,300750,宁德时代,10.000000000000009
2020-02-06,155.30994435,170.21873715,153.28603565,170.21873715,57918993,9265610935.71,4.8162,300750,宁德时代,3.7242810916417346
2020-02-07,166.32121,169.65765355,159.25756825,160.509987,45499480,7426674364.74,3.7835,300750,宁德时代,-5.703690623344526
