date,open,high,low,close,volume,amount,turnover,code,name,pct_chg
2020-01-02,264.74214158,270.29333207,263.61385083,269.66148925,34622557,2050141335.84,0.5115,000333,美的集团,
2020-01-03,270.3384637,270.60925348,262.57582334,262.93687638,27004255,1587220595.77,0.399,000333,美的集团,-2.4937238493723757
2020-01-06,260.8608214,262.6660866,252.737128,258.1529236,28842533,1656276948.24,0.4261,000333,美的集团,-1.8194301407483682
2020-01-07,259.0555562,262.71121823,258.1529236,261.98911215,22526507,1304633782.9,0.3328,000333,美的集团,1.4860139860139787
2020-01-08,259.55200413,266.18635374,258.92016131,263.02713964,25321048,1471083460.8,0.3741,000333,美的集团,0.396210163652011
2020-01-09,265.3739844,269.57122599,264.0200355,268.30754035,29635395,1757281375.38,0.4378,000333,美的集团,2.0075497597803915
2020-01-10,270.65438511,273.00122987,268.30754035,270.74464837,28070612,1683152339.91,0.4147,000333,美的集团,0.9083263246425499
2020-01-13,273.0463615,273.76846758,268.5331985,271.28622793,27951167,1678723651.49,0.4104,000333,美的集团,0.20003333888982677
2020-01-14,273.0463615,274.4003104,269.52609436,270.24820044,16250035,976486535.5,0.2386,000333,美的集团,-0.3826318416236818
2020-01-15,270.3384637,270.78978,265.73503744,268.5331985,21489973,1272651578.14,0.3155,000333,美的集团,-0.634602538410145
2020-01-16,270.78978,271.06056978,267.31464449,269.25530458,19981398,1192330868.22,0.2934,000333,美的集团,0.26890756302520025
2020-01-17,270.74464837,275.302943,268.48806687,272.18886053,21713278,1312054699.08,0.3188,000333,美的集团,1.0895072075092216
2020-01-20,274.4003104,275.12241648,270.02254229,271.6924126,20191079,1217493005.37,0.2964,000333,美的集团,-0.18239097993698605
2020-01-21,269.4358311,269.70662088,261.89884889,262.2147703,27643206,1617441935.65,0.4058,000333,美的集团,-3.488372093023262
2020-01-22,259.59713576,261.58292748,252.737128,259.41660924,41160619,2335993233.51,0.6043,000333,美的集团,-1.0671256454388933
2020-01-23,253.1884443,256.07686862,248.223965,248.6752813,59653651,3313820978.94,0.8758,000333,美的集团,-4.140570633263751
2020-02-03,223.80775317,237.34724217,223.80775317,226.51565097,70506720,3565939364.38,1.0351,000333,美的集团,-8.911070780399278
2020-02-04,227.0120989,238.38526966,227.0120989,238.24987477,40413099,2097010018.93,0.5933,000333,美的集团,5.180314803745767
2020-02-05,238.83658596,241.31882561,236.71539935,238.61092781,34895006,1848774201.68,0.5123,000333,美的集团,0.1515438530024671
2020-02-06,238.61092781,243.53027548,236.30921468,242.76303777,39366799,2086495959.94,0.578,000333,美的集团,1.7401172687724786
2020-02-07,241.4542205,241.58961539,235.5871086,238.43040129,34409001,1811882957.43,0.5052,000333,美的集团,-1.784718349135539
2020-02-10,236.0384249,238.20474314,233.42079036,236.0384249,34604769,1804543411.49,0.508,000333,美的集团,-1.0032178686352422
2020-02-11,240.05513997,248.17883337,238.2950064,246.77975284,49388233,2684341234.55,0.7251,000333,美的集团,4.550669216061176
2020-02-12,246.28330491,249.84870368,243.80106526,247.72751707,23433771,1284759463.65,0.344,000333,美的集团,0.3840526700804814
2020-02-13,246.23817328,246.32843654,241.4542205,242.8081694,31930659,1723256903.72,0.4688,000333,美的集团,-1.9857897613408615
2020-02-14,241.4542205,243.53027548,240.01000834,242.53737962,21004387,1125281556.47,0.3084,000333,美的集团,-0.11152416356877692
2020-02-17,240.73211442,245.60633046,240.28079812,245.5160672,32505251,1751927715.34,0.4765,000333,美的集团,1.2281354670636402
2020-02-18,245.5160672,245.5160672,240.64185116,241.58961539,33203504,1783036933.71,0.4867,000333,美的集团,-1.5992647058823528
2020-02-19,240.82237768,243.12409081,239.96487671,241.63474702,23732854,1270519685.58,0.3478,000333,美的集团,0.01868111339435874
2020-02-20,242.3568531,248.13370174,240.64185116,247.59212218,37041152,2013322150.73,0.5429,000333,美的集团,2.465446395218529
2020-02-21,245.9673835,247.41159566,243.80106526,244.97448764,29779869,1616397369.18,0.4365,000333,美的集团,-1.057236602260292
2020-02-24,249.84870368,249.89383531,245.74172535,247.81778033,40782414,2243496137.57,0.5976,000333,美的集团,1.160648489314653
2020-02-25,243.710802,245.78685698,242.8081694,245.65146209,31546203,1706738502.14,0.4622,000333,美的集团,-0.8741577126206601
2020-02-26,242.3568531,249.66817716,240.14540323,245.0647509,38724015,2107804633.19,0.5674,000333,美的集团,-0.23883887562006212
2020-02-27,245.0647509,249.1265976,244.65856623,247.81778033,28493463,1563743469.23,0.4175,000333,美的集团,1.1233885819521117
