date,open,high,low,close,volume,amount,turnover,code,name,pct_chg
2020-01-02,242.48327136,260.17642872,242.1932196,256.50243976,77436790,2030589187.0,2.0554,601012,隆基绿能,
2020-01-03,259.1129056,263.463682,255.53560056,260.85321616,61357482,1650919134.0,1.6286,601012,隆基绿能,1.6961929890689786
2020-01-06,258.82285384,272.45528656,258.1460664,266.8476192,62040753,1716774125.0,1.6467,601012,隆基绿能,2.297998517420319
2020-01-07,266.8476192,270.13487248,262.88357848,267.13767096,35161009,970942770.0,0.9333,601012,隆基绿能,0.10869565217390686
2020-01-08,267.91114232,273.22875792,266.75093528,267.91114232,45767756,1276585641.0,1.2148,601012,隆基绿能,0.2895403546869568
2020-01-09,271.1983956,281.3502072,271.1983956,279.8999484,52586913,1504748429.0,1.3958,601012,隆基绿能,4.474918801876582
2020-01-10,278.9331092,280.383368,272.1652348,276.32264336,48453979,1383970128.0,1.2861,601012,隆基绿能,-1.2780656303972515
2020-01-13,279.51321272,281.25352328,273.71217752,278.73974136,43925238,1264199638.0,1.1659,601012,隆基绿能,0.8747375787263811
2020-01-14,280.383368,282.12367856,273.71217752,277.4828504,36617108,1048342533.0,0.9719,601012,隆基绿能,-0.45091918140823806
2020-01-15,275.93590768,278.9331092,270.714976,277.28948256,33237615,946253757.0,0.8822,601012,隆基绿能,-0.06968641114982743
2020-01-16,276.32264336,277.57953432,272.45528656,275.0657524,35239514,1001975857.0,0.9353,601012,隆基绿能,-0.8019525801952643
2020-01-17,282.800466,286.76450672,274.67901672,279.22316096,52845044,1530882523.0,1.4026,601012,隆基绿能,1.5114235500878648
2020-01-20,278.73974136,281.25352328,275.0657524,280.28668408,30699627,884075524.0,0.8148,601012,隆基绿能,0.3808864265927969
2020-01-21,282.12367856,289.0849208,280.57673584,286.76450672,46709551,1380874180.0,1.2398,601012,隆基绿能,2.3111417730251826
2020-01-22,283.47725344,289.85839216,279.4165288,288.69818512,47105728,1386310033.0,1.2503,601012,隆基绿能,0.6743088334457248
2020-01-23,291.59870272,292.27549016,270.714976,280.8667876,60602707,1785890009.0,1.6085,601012,隆基绿能,-2.712659075686541
2020-02-03,252.8284508,277.4828504,252.8284508,270.714976,85337161,2334242454.0,2.2651,601012,隆基绿能,-3.614457831325313
2020-02-04,273.42212576,291.0185992,269.65145288,289.0849208,77601507,2254140032.0,2.0597,601012,隆基绿能,6.785714285714306
2020-02-05,289.0849208,294.30585248,281.93031072,288.1180816,66526487,1975177579.0,1.7658,601012,隆基绿能,-0.33444816053512794
2020-02-06,285.7009836,293.9191168,281.3502072,293.9191168,58022498,1733124259.0,1.5401,601012,隆基绿能,2.0134228187919545
2020-02-07,295.8527952,316.92988976,293.24232936,316.83320584,102674954,3277776358.0,2.7252,601012,隆基绿能,7.796052631578965
2020-02-10,314.7061596,330.46563856,311.3222224,320.5071948,69744016,2322734947.0,1.8512,601012,隆基绿能,1.1595971925541626
2020-02-11,317.1232576,329.6921672,314.51279176,317.21994152,46772745,1548348842.0,1.2415,601012,隆基绿能,-1.025641025641011
2020-02-12,334.5263632,342.2610768,317.31662544,324.08449984,93313740,3165396036.0,2.4768,601012,隆基绿能,2.163974398049362
2020-02-13,334.5263632,334.5263632,304.65103192,316.73652192,97626699,3229380333.0,2.5913,601012,隆基绿能,-2.2673031026252954
2020-02-14,311.3222224,317.1232576,306.39134248,311.12885456,48510659,1566574500.0,1.2876,601012,隆基绿能,-1.7704517704517642
2020-02-17,307.55154952,321.9574536,307.4548656,319.92709128,63068560,2061100961.0,1.674,601012,隆基绿能,2.827843380981987
2020-02-18,318.47683248,333.0761044,318.28346464,322.34418928,60683259,2038892440.0,1.6107,601012,隆基绿能,0.7555152614082905
2020-02-19,320.12045912,325.14802296,314.22274,315.57631488,53714062,1770748590.0,1.4257,601012,隆基绿能,-2.09958008398321
2020-02-20,317.1232576,323.891132,310.8388028,321.474034,54117017,1785369045.0,1.4364,601012,隆基绿能,1.8688725490196179
2020-02-21,321.86076968,333.559524,318.28346464,327.7584888,63833746,2163090556.0,1.6943,601012,隆基绿能,1.9548872180451093
2020-02-24,333.559524,336.4600416,322.05413752,328.725328,60600105,2053881315.0,1.6085,601012,隆基绿能,0.2949852507374562
2020-02-25,320.0237752,328.53196016,309.388544,323.98781592,63592952,2115156381.0,1.6879,601012,隆基绿能,-1.4411764705882346
2020-02-26,317.6066772,319.73372344,307.4548656,307.64823344,61217481,1981862862.0,1.6249,601012,隆基绿能,-5.0432706654729875
2020-02-27,309.96864752,320.0237752,304.65103192,314.89952744,47378990,1530955562.0,1.2576,601012,隆基绿能,2.3570081709616497
2020-02-28,304.0709284,308.80844048,293.14564544,296.8196344,51978801,1617010251.0,1.3796,601012,隆基绿能,-5.741479889468836
2020-03-02,298.94668064,307.26149776,296.8196344,304.554348,39261523,1232791205.0,1.0421,601012,隆基绿能,2.6058631921824116
2020-03-03,308.71175656,311.51559024,297.10968616,299.81683592,56608819,1785464569.0,1.5025,601012,隆基绿能,-1.5555555555555545
2020-03-04,294.49922032,296.14284696,287.1512424,294.4025364,65017179,1957495372.0,1.7257,601012,隆基绿能,-1.8058690744921169
