date,open,high,low,close,volume,amount,turnover,code,name,pct_chg
2020-01-02,1963.5383295,1998.9173985,1951.7453065,1989.4829801,153023187,2571196482.14,0.7885,000001,平安银行,
2020-01-03,1997.7380962,2041.3722813,1995.3794916,2026.0413514,111619481,1914495474.63,0.5752,000001,平安银行,1.8375815056312916
2020-01-06,2005.9932123,2044.9101882,1994.2001893,2013.0690261,86208350,1477930193.19,0.4442,000001,平安银行,-0.6402793946449381
2020-01-07,2020.1448399,2037.8343744,1998.9173985,2022.5034445,72860756,1247047135.26,0.3755,000001,平安银行,0.4686584651435233
2020-01-08,2004.81391,2010.7104215,1961.1797249,1964.7176318,84782412,1423608811.18,0.4369,000001,平安银行,-2.857142857142858
2020-01-09,1982.4071663,1996.5587939,1949.3867019,1980.0485617,103163665,1725326806.25,0.5316,000001,平安银行,0.7803121248499467
2020-01-10,1980.0485617,1982.4071663,1948.2073996,1968.2555387,58554845,975154818.78,0.3017,000001,平安银行,-0.5955926146515744
2020-01-13,1975.3313525,2008.3518169,1958.8211203,2003.6346077,87213336,1468271683.72,0.4494,000001,平安银行,1.7974835230677
2020-01-14,2003.6346077,2036.6550721,1976.5106548,1976.5106548,130449366,2217608852.69,0.6722,000001,平安银行,-1.353737492642726
2020-01-15,1980.0485617,1988.3036778,1939.9522835,1948.2073996,85943912,1424889228.07,0.4429,000001,平安银行,-1.4319809069212486
2020-01-16,1948.2073996,1954.1039111,1910.469726,1925.8006559,102810467,1678888507.83,0.5298,000001,平安银行,-1.150121065375298
2020-01-17,1931.6971674,1951.7453065,1928.1592605,1932.8764697,60543669,995909007.35,0.312,000001,平安银行,0.3674219228413822
2020-01-20,1937.5936789,1958.8211203,1928.1592605,1939.9522835,74607475,1226464649.55,0.3845,000001,平安银行,0.36607687614400586
2020-01-21,1926.9799582,1926.9799582,1878.6285639,1886.88368,89660310,1442171431.55,0.462,000001,平安银行,-2.735562310030404
2020-01-22,1877.4492616,1905.7525168,1852.6839133,1897.4974007,71946491,1150933398.98,0.3707,000001,平安银行,0.5624999999999991
2020-01-23,1877.4492616,1877.4492616,1814.9462397,1832.6357742,110059207,1723394336.66,0.5671,000001,平安银行,-3.4182722187694248
2020-02-03,1649.8439177,1733.574381,1649.8439177,1649.8439177,225919483,3201454164.92,1.1642,000001,平安银行,-9.974259974259969
2020-02-04,1656.9197315,1728.8571718,1653.3818246,1721.781358,170617207,2442932842.71,0.8792,000001,平安银行,4.360257326661898
2020-02-05,1720.6020557,1755.9811247,1688.7608936,1725.3192649,149138021,2177632043.62,0.7685,000001,平安银行,0.205479452054802
2020-02-06,1746.5467063,1753.6225201,1711.1676373,1741.8294971,118581572,1740107625.42,0.6111,000001,平安银行,0.9569377990430672
2020-02-07,1721.781358,1732.3950787,1699.3746143,1724.1399626,92485296,1345053255.67,0.4766,000001,平安银行,-1.0155721056195
2020-02-10,1711.1676373,1713.5262419,1686.402289,1709.988335,133949524,1931983482.1,0.6903,000001,平安银行,-0.8207934336525335
2020-02-11,1721.781358,1761.8776362,1717.0641488,1744.1881017,140750744,2077194138.92,0.7253,000001,平安银行,2.0000000000000018
2020-02-12,1744.1881017,1747.7260086,1721.781358,1741.8294971,107050321,1573229042.55,0.5516,000001,平安银行,-0.13522650439485862
2020-02-13,1734.7536833,1754.8018224,1722.9606603,1727.6778695,101320528,1491327713.78,0.5221,000001,平安银行,-0.8124576844955933
2020-02-14,1739.4708925,1785.4636822,1733.574381,1772.4913569,151243473,2253906452.48,0.7794,000001,平安银行,2.5938566552901055
2020-02-17,1773.6706592,1812.5876351,1760.6983339,1812.5876351,154369601,2337993586.12,0.7955,000001,平安银行,2.262142381902854
2020-02-18,1807.8704259,1807.8704259,1770.1327523,1792.539496,97361235,1478274222.58,0.5017,000001,平安银行,-1.1060507482107962
2020-02-19,1780.746473,1812.5876351,1778.3878684,1797.2567052,87410693,1333730218.97,0.4504,000001,平安银行,0.2631578947368318
2020-02-20,1800.7946121,1842.0701926,1780.746473,1838.5322857,123544434,1897923029.04,0.6366,000001,平安银行,2.296587926509197
2020-02-21,1826.7392627,1853.8632156,1822.0220535,1837.3529834,99507102,1546692930.16,0.5128,000001,平安银行,-0.06414368184733954
2020-02-24,1823.2013558,1823.2013558,1786.6429845,1796.0774029,119179450,1820183854.52,0.6141,000001,平安银行,-2.246469833119391
