rd,rd_latent,size,cash,lev,growth,profit
0.17565596333387767,0.17565596333387767,0.8731981425753789,0.10171029400210936,0.5801225178860726,-0.11918575615424627,0.08295893502109944
0.0,-1.8945959907685972,-1.347833113355638,0.313840321028701,0.3168628728433204,0.2716098664798801,0.07621037486095832
0.0,-0.1784200197260583,0.14836966706448282,0.18437688813017009,0.6582250913541654,0.07230623330938409,-0.02481068356239413
0.0,-0.6701632198093265,1.0380850485915296,0.2629446942177184,0.5328505527848921,-0.07940370585902702,0.00853325757002666
0.4252712708347798,0.4252712708347798,0.37456072858985157,0.3418025367914418,0.4973311965563362,0.3440302898618213,0.20481010898808027
0.0,-0.6445223103872505,-0.6624922640646962,0.17230530066309757,0.4484652736243154,-0.08145744023352529,-0.031786511362105974
0.0,-0.033840266950341674,0.18289259935712565,0.15258057030129418,0.16009515456556794,0.04021762623799235,0.10213166629934729
0.13907357777891025,0.13907357777891025,-0.12950786596746747,0.6255231634899641,0.3895474991758428,0.013568922832788863,0.0975315056139516
0.0,-0.3560569981393218,-0.11198734929798207,0.3280699775114836,0.17074003647095595,0.24256395525692215,0.009443492418473469
0.5923434178615904,0.5923434178615904,2.652631325083254,0.07510762273114305,0.05142179010277178,-0.08074175428976614,-0.033579648104609436
0.2211648043316986,0.2211648043316986,0.9020322860728209,0.02995769682704129,0.587153305177778,0.08285256425847823,0.014659186445254976
0.0,-0.8287626833003368,1.3322804368732335,0.36011841559280083,0.3387654540756181,-0.04804858870079819,-0.06432434577381324
0.0,-0.9870862439219212,-1.0290672616788408,0.20064172749328762,0.33839217559750207,0.020687108931393187,0.013771947801582897
0.1761607607520196,0.1761607607520196,-1.0891390805800107,0.3085058244381351,0.15570203208278477,0.553842690074936,0.008503230920834916
0.0458277500713834,0.0458277500713834,1.181991536874921,0.5107344455170237,0.15043708739932468,0.07017193842268948,0.054438410249495965
1.736243124441014,1.736243124441014,1.1561446333766965,0.3043920451409897,0.3768860812291548,0.6361807093878872,-0.03462561548125309
0.0,-0.8334167298045505,0.08443209865630878,0.18784906813073693,0.3998495466154245,-0.19587455637459877,0.13771085651902557
0.0,-0.4479993604980249,-1.722000217432351,0.4673649293983199,0.4440341895281534,0.13447656051726914,-0.023837218800695822
0.0,-1.0893096599428833,0.7726190631582762,0.37491903233268165,0.17335994311263195,-0.22036062535654843,0.1468981884960307
0.15850734202987407,0.15850734202987407,1.272616986498385,0.48659408590576797,0.40210941996518407,-0.24366209916199832,0.20301774844277576
0.0,-0.23193798700630475,0.6708555889049954,0.2782309851733989,0.26206417743766564,-0.027675428070800673,-0.07297357187540433
0.0,-0.17541980280786462,-0.004729452141374133,0.029700113888579273,0.4857330426068853,0.2869004704537819,0.0922857174883788
0.26847542971491534,0.26847542971491534,-0.5852190746637737,0.1391358848951053,0.3930758401116731,0.06554858819217216,0.06464426842302563
1.5417266165499488,1.5417266165499488,1.3885224131573484,0.09396091104407617,0.23076666104125307,-0.004916148865883901,0.08173707137230843
0.6416454782745196,0.6416454782745196,-1.8868495320340606,0.28386021303816006,0.5537300024167395,-0.1247711935076344,0.06943031747058208
0.06455505246827928,0.06455505246827928,-0.48138300841456305,0.48122469655732675,0.557256113185457,0.14857666664662833,0.02097685285927325
0.0,-0.9166074590504508,-1.0205468982095094,0.4262307053155567,0.3453952686188471,0.03726425068236074,0.12708712750470597
0.8243198784025872,0.8243198784025872,1.0139082200285798,0.32701339252141925,0.19142560278126483,0.02516320742319301,0.14637674686197927
0.0,-0.8290733434886062,-1.1467267873888667,0.5534363038443336,0.17855496833298404,0.10442440602021778,0.10694206707622197
0.0,-0.4950781221627736,-1.2613441883564098,0.297678464553211,0.28190088517859685,0.021622839205314562,0.09297836549472352
0.0,-1.2555023969329357,-1.5260591139072797,0.23272210188482748,0.6470666713867871,0.11772421683334944,0.041861161640904046
0.0,-0.010637315771082557,0.13194126238809584,0.3358869119021038,0.4876059783991074,0.13255280246194986,0.17157214701027446
0.0,-0.7111683012828918,-1.5191389253371588,0.6301514986499535,0.5549148816446625,0.102800880078947,-0.032508128755919574
0.0,-0.22170340896450266,0.06587474970151555,0.19068858347655515,0.0768195412918605,0.278752700169181,0.17356425849344886
0.3318208684809996,0.3318208684809996,-0.38310056903278955,0.5017960744917017,0.1742795711075615,-0.03986377208826532,0.0643321089520847
0.0,-0.9437974008956769,-0.7105594925972863,0.1896648794079709,0.5657540971755485,0.24995016172957335,0.011860802935596479
0.0,-0.1790406083949595,-1.035181844573099,0.45207124095509177,0.8173063508207279,0.4005638465641819,0.09044094081400757
1.7692982519442186,1.7692982519442186,1.5704584376663429,0.29459375057493203,0.2251498591417837,-0.03078714302535078,0.12415885355688706
0.0,-0.18307033961316038,0.42053099721310044,0.3739519703620758,0.44332314606597867,0.27233482047614105,-0.01700177181316148
0.0,-0.37863464510604544,-1.0562588156123087,0.10361272937484349,0.2656393186073995,0.2470392206058724,0.1443877234160828
0.18970235811480973,0.18970235811480973,1.7479963785428605,0.1329840729676816,0.4019443858398827,0.17493406411057758,-0.08863866445544226
0.0,-0.5697114052572966,-2.309604604841563,0.10544342769397341,0.3238234981025879,0.059690224445542034,0.024512935727128878
0.0,-0.6600326812149403,-1.743716428448452,0.4532541527240442,0.7461031310599218,0.16474673717300206,0.16502413756272663
0.0,-0.41562875692357143,-1.0393530831865814,0.38134817527018194,0.1277345889640001,-0.2506765012722295,0.04648281300103595
0.0,-0.7205829284918372,-0.18495214421947226,0.44723456249222676,0.6087640125263031,-0.08704747075511,0.1282010396840223
0.8630492642283323,0.8630492642283323,0.18011212682887445,0.30316630599502525,0.7462784587869512,0.3838502205668322,0.18070502900373125
0.4502213394503028,0.4502213394503028,2.5294841471305145,0.31987109239782524,0.6756967557623542,0.144835712832764,0.10512361013621087
0.0,-1.206353027534697,-1.463513211162201,0.2197245288671216,0.816864777201034,0.3056123522194117,0.0675681634938938
0.0,-1.385247772957329,0.7085685009742145,0.17096672350877315,0.8698873332934177,-0.05504634195135165,0.06746363178564178
0.7134947912178209,0.7134947912178209,0.4341528035967945,0.746848459962862,0.2291349229938697,0.22353630950142217,-0.005035759057986054
0.0,-1.5176336657011036,-2.054017406121911,0.37203973382609057,0.14877388755829996,0.08806791663025794,-0.013321499881326762
0.7521845035597754,0.7521845035597754,1.686889301547357,0.21630302214299965,0.7102438536421146,0.043397121627182005,0.10992298383734778
0.0,-0.3130490697874818,-1.4003559767838423,0.2555937727482529,0.8106997309916838,0.05488222306339492,-0.006266735339875748
0.1229542656680897,0.1229542656680897,1.5761812354852889,0.23818481167032868,0.6072499171237742,0.0897753820485475,0.27485901416712155
0.20129726986699392,0.20129726986699392,1.2311065660342666,0.21937958798709056,0.576269531422155,-0.05833390860327782,0.038398806713774304
0.0,-0.3163891604703372,-0.12213505326096752,0.15525748580340729,0.48352769698569137,-0.190689871712396,0.18769280145758138
0.0,-0.09149939419403189,0.8155686949391838,0.3279410956284164,0.7450976545484956,0.0007808055595245056,0.06711284137962939
0.0,-0.9889994078123268,1.3554124758708674,0.11554121786830078,0.42798213921645106,-0.08684037228869766,0.11037376216927969
0.032866316416645114,0.032866316416645114,1.1224208969422291,0.21301425375604022,0.5407191090580182,0.1611288000201691,0.023189832112151764
0.0,-0.6436500677989829,0.45988596344107296,0.23365405997752156,0.2849882332078846,0.07461473278039105,0.035656160015836776
0.0,-0.599914359079292,0.75482536285911,0.2462588751174924,0.5909535078238438,0.31930835156022774,0.12397290541524097
0.20603498851954813,0.20603498851954813,1.5779096978886054,0.06742539471505958,0.41070271372985045,0.33291284562956036,-0.05052745646793902
0.0,-1.1242065194307789,-0.07640109785759384,0.09496430867387845,0.4458231791685565,0.30172314195344013,0.0623900313763419
0.0,-0.608050196152226,-0.15803646934726037,0.1326031319465508,0.5850241219016271,0.0704078373053313,0.04298305803065682
0.0,-1.0134659908364942,-1.1122045727501002,0.30762959808668755,0.3952912359313104,0.2532798736161404,-0.09955296327418116
0.0,-0.39535695768624635,0.23896634535949968,0.4721268421924984,0.3916844081118433,0.4060016566368095,0.08075037353591796
0.0,-0.9558599262942514,-1.3576155683403583,0.6857389414963455,0.6262098102434285,-0.032549819294448806,0.11495167141077364
0.0,-2.2588480633958445,-1.2631542015155066,0.19377454869509644,0.4392366886571073,-0.2505685965774788,0.03377755173154197
0.6916817182226196,0.6916817182226196,0.778973964453455,0.21392353292083527,0.3859671592565869,0.029715587085979586,0.06332678172470638
0.3539002723955692,0.3539002723955692,-0.6546686897726778,0.35579261459379014,0.13710299589029906,0.2852127186695627,0.021004782766841687
0.08721283352711902,0.08721283352711902,-0.09250326480616525,0.48812888483827427,0.3521324007131205,0.02546532691741684,0.11698768527773407
0.038129251326295854,0.038129251326295854,1.395422672596885,0.1547275727855503,0.5620520317428291,0.06485305800583117,0.009632468936422521
0.0,-0.08985473469766614,-0.9117981114145033,0.6708609084314053,0.6106592302659634,-0.10221911963599632,0.006552981653965527
0.0,-0.6358009644146285,-0.25984606226292517,0.17145506799810833,0.7930507665266402,0.03191984802009258,0.05446245706139014
0.0,-1.49083183542868,-0.8031550049041766,0.17257412391850474,0.29468236715678336,-0.006440400950151304,0.10926013575784174
0.36124620845255606,0.36124620845255606,-1.0398527901418555,0.20518113594603274,0.05356526157765365,-0.09555809510060796,0.058366863641630545
0.0,-0.918783406304745,0.41456826862829443,0.27283973382749366,0.1962658329661661,-0.06825998159419834,0.12172383501491499
0.0,-0.49000321337955705,0.35593841497323525,0.13691527978561704,0.4474210172305261,-0.21247241584414656,0.2390546048985851
1.5073006574970618,1.5073006574970618,-0.3495785118689847,0.5393048823388621,0.40419452666447286,0.3936067645548751,0.18789068417051275
0.9998445008351119,0.9998445008351119,1.0715130562382187,0.2970665203143142,0.3001461824536839,-0.05383902337289796,-0.09696811042877597
0.0,-1.353999030939161,-1.4251399574443495,0.12393462813858082,0.4859940583178162,0.5810096284969316,0.12647477038956734
0.0,-0.489368889831967,-1.2498711869223929,0.08016774794305775,0.7933061682017948,0.20833985315270304,0.06117578603144984
0.0,-0.7020044206364863,-0.21707294767370433,0.009116997433838462,0.7653803878830477,0.21816294900803157,0.15824527947152894
0.9556748190038649,0.9556748190038649,1.660769124026607,0.18151962461186316,0.10074300324149124,0.1476987570738355,0.06538010605477167
0.0,-0.3145939093360883,0.14825386409516575,0.3947402540545556,0.4184151840126089,0.15995816272524913,0.04994131073325579
0.0,-1.9723588853145475,-0.8718994476838908,0.2053314466845592,0.26990120523284533,-0.2173821598784943,0.04636458086482671
0.0,-1.6494779926255334,-0.7175325569720157,0.07865422057370115,0.31087755279898455,0.1614783241949338,-0.03237286639505989
0.36968389521089307,0.36968389521089307,-0.8357843402937777,0.06933966943432439,0.1031576857483387,-0.16777090116921844,0.24826702545397328
0.9623804358976845,0.9623804358976845,1.158961905964103,0.556442078556753,0.5562846290693249,0.284232421754686,0.2199057700595673
0.0,-0.9461256511345564,-1.4746812917238576,0.5687291779114221,0.2645759564898217,0.07308898194710432,0.04403327691377733
0.382934713236217,0.382934713236217,-0.03235177288381974,0.5312447836586542,0.4585622678340223,0.4986853210264445,0.07369867580360896
0.7348036346036777,0.7348036346036777,0.45593645275797007,0.39384453874036107,0.4689134909459518,0.20077532591170344,-0.055691865478611616
0.2625627968649408,0.2625627968649408,0.42181693065147036,0.10807181925826244,0.48500008107002696,0.31375569745778353,0.05379180120324357
0.004219176498404809,0.004219176498404809,1.2696722566001748,0.18112779999082212,0.369907313392476,-0.011842363054491517,0.13217987306683787
0.0,-0.30721615443999506,-2.1344463940156913,0.17489550315577232,0.4731198674243703,0.20052239694215593,-0.05059769129770754
0.0,-0.43209469842921416,-0.1751704264958037,0.17304281708479535,0.5969919467845485,-0.13504850106345678,-0.017284063563143853
0.0,-0.8695896995842967,0.40707280524603817,0.2660470691359387,0.12499468939042635,-0.1095185999596023,0.056870636614454184
0.4270051542173412,0.4270051542173412,1.1806595030691611,0.3261636306265143,0.5803667170121022,0.15381635834739657,-0.0069873465476329236
0.0,-0.01302151418232359,1.0540005979371634,0.3914514449665497,0.7207742079998087,0.02141259179263695,0.006452425346757086
0.0,-0.6861060815720709,-0.30515293660001264,0.3846443667841235,0.7488683923886312,0.15769254848531394,0.21260136419949588
0.0,-0.9786894760789541,-0.20179652050179497,0.16401703711477061,0.3401044009996531,-0.02239357938986687,0.16416627330866757
0.0,-0.16343021850871678,-0.02026240643169876,0.31063303558388305,0.12358514467488833,-0.1290601719318623,0.08996408119613453
0.24744170614383332,0.24744170614383332,0.984003084905611,0.15272512172969546,0.35721455693044796,0.2159293801082645,-0.08326037654550485
0.0,-0.7191623545606932,-0.3729338692309858,0.33725838740285147,0.0940281857826337,0.3298645265609386,-0.01115825814082641
0.7174509670417228,0.7174509670417228,0.2695865897941052,0.33061221792293416,0.24178068877716774,0.32217638287407036,0.0705107478111469
0.0,-1.5036540230885873,-0.7267262500727854,0.1047263737963911,0.48493769205247117,0.25680002953852876,0.023771788906560586
0.4199412246238345,0.4199412246238345,0.9165089642430567,0.08966854046906662,0.10967220503725511,0.1315496463891417,0.11538034811975269
0.0,-0.1784558518461249,-0.02103795463034556,0.1795319709521687,0.4430482720319695,-0.2348139706843254,-0.0407932582305221
0.0,-0.16175923363054096,0.31851289551015644,0.3309242372414264,0.44188347767935404,0.04420510008928065,0.019496677724602642
0.360678179719494,0.360678179719494,1.5583917117378598,0.035982927409373686,0.4062942879594125,-0.12316654489201544,0.08924572895241431
0.028249965167820107,0.028249965167820107,0.196170205150277,0.3242838775302038,0.27235538734947284,0.06172080774706706,0.006475679223253102
0.0,-0.9538441802916073,-0.6559075510147738,0.3377500991630656,0.646564607743526,0.09818195186293663,0.04975696790381239
0.0,-0.19469082315626712,1.1090631374555227,0.30845706186838484,0.6674588052800434,-0.04926999512080034,-0.012660841385905619
0.0,-0.9517740416908412,-1.2641993085935748,0.48800292410720936,0.6506470319085523,-0.24955449987833817,0.1300293415901429
0.0,-0.47406783743231695,0.32170013610184267,0.25910999955588915,0.3163242751708407,0.15121380475862445,0.10783051563726098
0.0,-0.7381307626676763,-1.3465979920275781,0.022462431156013863,0.338416517885178,0.04746990989207986,0.04242939194569649
0.5745350697134344,0.5745350697134344,0.31576699108322875,0.22275290244297755,0.9534530154326346,-0.235952718366838,0.1158138335607563
0.41795012442175067,0.41795012442175067,1.0535396999657947,0.32968779409042553,0.4553848536678069,-0.7218500876367391,0.02979051472395328
0.0,-0.7526061875677296,-1.7767107899880696,0.32527667489910733,0.3987809292774378,-0.08887541060366023,-0.032413375078915715
0.026218658274034357,0.026218658274034357,-1.4326196358001038,0.5332635648189016,0.8929671006892393,-0.04102055933134845,0.027364350724090884
0.0,-0.08164183038512132,0.6833946198889539,0.48017365832591,0.5786573781596213,-0.1160812655203859,0.0440657305973439
0.279712100686275,0.279712100686275,1.4126905741278957,0.3083904244248446,0.1409934146108045,0.0309394559275906,0.029800695193609762
0.0,-0.533211125639707,-2.013100338894275,0.19873821016184356,0.47661935420797835,-0.06560120435627996,0.04604417827294221
0.1054278749705217,0.1054278749705217,0.35078950632065575,0.26279467619575775,0.4802351145276218,0.15642194659640674,0.024421638321003372
0.016897465454257743,0.016897465454257743,-1.1868746139846078,0.23182217317067177,0.40345967117158893,0.320150879496992,-0.048705391403956244
0.3149517545341446,0.3149517545341446,1.4221305310098693,0.4689695539998949,0.7417443023842911,0.5114474708863763,-0.0639729120816812
0.0,-0.6229465877871145,-1.2510722730089547,0.3804977295756073,0.4296431851551574,0.09385580094331966,0.03476003282115298
0.0,-0.30268468613225014,-0.03821986476156156,0.14744942030139752,0.49461666392897724,0.04250782998329547,0.06936592918704966
1.0666362866163492,1.0666362866163492,1.932080800678007,0.5437866611155171,0.27819162718112983,0.1402892482237001,0.07232362799435357
0.3233113656390397,0.3233113656390397,-0.22828772239545989,0.7581975301468963,0.45923806680456364,-0.06893279333706918,-0.08391115683345608
0.0,-0.5688324933652558,-0.5708170271586968,0.20668989940244117,0.3200471914034085,-0.15489224326957196,-0.010747220405935502
0.0,-0.8893464070617147,-1.1699678247304723,0.2856673735089133,0.559793517787961,-0.3588439336275049,0.14723661347750805
0.08240514406457489,0.08240514406457489,0.536600702883744,0.3517271022300388,0.12013324333867459,0.2910185479580441,-0.13456345784520907
0.10488896439287122,0.10488896439287122,1.309688803239607,0.2622113233862974,0.48653947881155907,0.12207144817610605,-0.0138180452874819
0.0,-0.33052270131597083,-1.1525177559610842,0.700063497708666,0.8081962515031982,0.31607494897211513,0.04862832250866424
0.0,-0.09413477380390933,-1.9745688883978354,0.4351340854497123,0.25582910558457167,-0.029474540131186264,0.11854475160482969
0.0,-0.26657065414031134,0.44387142259419804,0.3628071738300846,0.37647458702099146,-0.5213170618912178,0.01616847582373572
0.0,-1.8544173086040017,0.389125224903066,0.23366804219194423,0.6893189967111071,-0.09038151760268746,-0.08371879454418242
0.26607201461534113,0.26607201461534113,-1.7978995890091525,0.48219476642696507,0.40444468225397223,-0.05951574546785128,0.0696678238357108
0.0,-0.3964307571659986,-1.0336434848584413,0.41245704055898463,0.356180984895045,-0.18442568976954232,0.04484932102556697
0.5471688514863018,0.5471688514863018,0.8055740247257619,0.32006690216020195,0.5680096368281278,0.12789038667286595,0.14757109713124034
0.3794237605652182,0.3794237605652182,-0.026527775160552956,0.558913295261872,0.655136954419022,0.009276327621257116,-0.11867460397674616
0.0,-1.1777714776436001,0.32691487723235946,0.20953840532425796,0.31719729820321657,-0.050072050109515584,0.033912422382829474
0.0,-0.4563089770756431,-0.10726776770091531,0.5565209124163407,0.2578133937810909,0.06081540159916821,0.04362705673404934
0.0,-0.9197804625326049,1.9377416760292854,0.49418268102922236,0.6533674963539131,0.005042227929494644,0.11220533811426231
0.09026452097657034,0.09026452097657034,0.21174287678866524,0.29027646982564503,0.5328085314600327,0.15715292971911526,-0.009988108960997714
0.0,-0.14207803556522217,-0.7414346872401986,0.43004644220750166,0.4826197369021489,0.18180220981981055,0.1492130053338578
0.0,-1.3079776589662464,-1.718443488755006,0.17142361758966856,0.4673616992315716,0.3059252288317854,0.0345824330777059
0.0,-0.3273111811482168,-0.5169703614196953,0.4889382666859943,0.2711235544026307,-0.12176783539006424,0.1310776522385183
0.0,-1.1114721414223794,-0.23830681372440327,0.40221993384938604,0.5868403675807218,-0.04572034707966578,0.1406745025232526
0.0,-0.6778719792797752,-0.8844138786527366,0.3475504320203246,0.40803005737221404,0.37851792727067085,0.03936083670957722
0.0,-0.28742914213434934,0.12200856774415175,0.040302340348488876,0.39589401269100105,0.059953187456220386,-0.06330098269741471
0.0,-0.12457791515831262,-0.545033449898532,0.1945127074532231,0.44060536512701126,-0.18910855624338152,0.13444316203050122
0.0,-0.7307562192058656,-0.44960869972301454,0.5721202916365576,0.10657792269592056,-0.056685152686980725,0.12350004423193109
0.38108404797120876,0.38108404797120876,0.5948781787510616,0.19552727023622962,0.3081545499946065,-0.04024975792321575,0.09391767243444317
