loan_amt,loan_latent,opportunity,collateral,collateral_raw,cash,cash_raw,u
0.7507755286972416,0.7507755286972416,-0.5658909087821357,1.470101271532359,0.7315993833946014,-0.3835936692010634,0.2640851467335551,0.24173539302882077
2.677103896850422,2.677103896850422,0.40297364595129936,1.7083835801107088,0.7779858350347847,-0.31105840690720843,0.27680624649207164,1.2176256679153572
0.0,-2.428520167312243,-0.9788725051761304,0.5455544329202031,0.5516177159588691,0.06738991281506182,0.34317781083723586,-1.6913021889083901
0.9318847464935422,0.9318847464935422,0.5718139996043534,-0.45206914585568175,0.35741018889532283,-0.5218912565169775,0.23983077239241568,0.7252510578444814
0.0,-1.5045498439402567,-1.3394701536999927,-0.529157524398361,0.3424033830412728,-0.090711268974895,0.3154503188300858,0.20451885584739748
0.9265951049679735,0.9265951049679735,0.18728165059280438,0.688424084177377,0.5794301717321505,-0.8073600274170977,0.18976578885586093,0.09146082796052217
1.2203600018977099,1.2203600018977099,0.5769072953062532,0.24544151432981867,0.49319469048188663,-0.5726580109982854,0.23092739315658234,0.49321783480746473
0.0,-0.8426196687387091,-0.09962010068210149,-1.4985013515420822,0.15370107933781677,-0.8028110750111289,0.19056357569116095,0.09946227166441385
0.0,-0.32742225020166393,-1.3750636020336693,1.5487360661436713,0.7469072302894707,0.303572635183819,0.38459909860096,0.17423151457748554
0.0,-1.3651315086803928,-0.43046057577133845,-0.26495314396302394,0.3938360881770744,-1.0637693687027587,0.14479719418398723,-1.1488459712871557
0.0,-0.5535748022502746,1.123990312845365,-1.9665255826578876,0.06259073424919351,-0.3886956952133987,0.26319036287504327,-0.09618129267568278
0.0,-1.3318896721167564,0.666736486452195,-0.3473011854865393,0.3778053829661655,0.007069285016335223,0.3325988910200678,-1.40161674900156
1.2917204328478582,1.2917204328478582,0.1830435438276013,0.47454865563445414,0.5377950109754817,-0.8587140840102159,0.18075940966502005,0.5816566154446604
1.5719978548817766,1.5719978548817766,1.1507822839556086,0.6275086712085455,0.567571759436756,0.5061850551619399,0.42013288899954354,0.6829786240125945
1.954760449347107,1.954760449347107,-1.0714841812754765,0.6327439166114415,0.5685909054201687,0.521581657416524,0.4228331165444484,2.959471173382341
