size,cash,lev,profit,collateral,bank_access,credit_window,loan_latent,loan,rate_latent,rate,firm_size_log,leverage_ratio,cash_ratio,profitability
-1.629449106390217,1.3066647433014025,0.3138593581701856,3.251558294719182,-0.35289288661509327,-0.3177469483082453,1,0.3761627728952814,1,5.603189147275372,5.603189147275372,20.533495804248805,0.4876631229804223,0.3045331794641122,0.14754674884157548
0.24837214856033196,0.7089050506437472,-1.1892332423647234,-1.4245758531581354,0.9041089250691692,1.6287361000881921,0,1.5000100059262977,1,6.0624627606862616,6.0624627606862616,22.2235349337043,0.3072920109162332,0.2567124040514998,0.007262724405255945
-1.0647420811654529,-0.1483311837244807,-0.1619830315721391,-0.5297492995447618,-0.5109053970635945,1.368673848281831,0,-0.23078189881146544,0,6.849303973257214,,21.041732126951093,0.4305620362113433,0.18813350530204156,0.03410752101365715
0.36354620689600475,-2.222713255983326,0.9630405363703373,1.0253944774239216,-1.1595403587686899,-1.7407809434448762,1,-2.818557189602532,0,7.052854477871141,,22.327191586206403,0.5655648643644404,0.022182939521333933,0.08076183432271765
-0.33062912371793723,0.6324675820749731,-0.29222226760322356,-0.0661576973030278,-0.5756675720136812,-0.8906325367800776,0,-0.4228556081157234,0,6.38907223765083,,21.702433788653856,0.41493332788761317,0.2505974065659979,0.04801526908090917
-1.45560108891253,0.08870233844389634,-0.7096895337460081,0.18267545157012027,-1.0941333002676548,-0.18962363320510442,0,-1.0812785480780676,0,6.577368456008515,,20.689959019978723,0.36483725595047906,0.20709618707551172,0.055480263547103614
-1.0629758460544299,-0.5560652024258322,-0.5381685549426183,-0.04266238312417354,-0.29008656903160857,0.8691640582118052,0,-0.9172694107507634,0,5.736001419553322,,21.043321738551015,0.3854197734068858,0.15551478380593342,0.048720128506274794
-0.4351797316997278,-1.226254302052691,0.1610742097185968,-0.5399618410517726,0.5879709464759975,0.025030357429697316,1,0.787145276021642,1,6.504981890209949,6.504981890209949,21.608338241470246,0.4693289051662316,0.10189965583578472,0.033801144768446825
-0.8244922965771815,0.4116232086127833,1.2422847150622955,0.046791396048445025,-1.5507077467821082,-0.861595269402138,0,-4.148445684779195,0,7.448179115194978,,21.257956933080536,0.5990741658074754,0.23292985668902266,0.05140374188145335
0.637464075469792,0.7760021996138031,0.44271008514227284,-0.06532291241390746,1.227236513731241,-0.30385943403099874,1,0.7297846282708995,1,5.470943515865692,5.470943515865692,22.573717667922814,0.5031252102170728,0.26208017596910427,0.04804031262758278
-0.4485753087889951,-0.17987669243361432,-0.5919065971415718,-1.0093633381119742,-1.4482622567622203,1.6201243193492778,0,-1.1935824944261357,0,8.082924397659163,,21.596282222089904,0.3789712083430114,0.18560986460531087,0.019719099856640776
0.3453015520334447,-0.8754115508480708,1.123264011510703,-1.3855944085963534,0.8562566836545333,1.0529776652186842,1,-0.011751941318512982,0,7.2520476779117065,,22.3107713968301,0.5847916813812843,0.12996707593215434,0.008432167742109399
2.3183574712280146,0.8800482521876936,-0.7979581318663461,-1.2770287207825446,-0.12150065456052085,0.010637306555394908,1,2.2746470127603047,1,4.304194963054472,4.304194963054472,24.086521724105214,0.3542450241760385,0.2704038601750155,0.011689138376523668
-0.057385425615430544,0.8812173387503223,-0.02251381222884886,1.0782931916056295,-1.3492911024432543,0.7845567267582055,1,2.30145188900002,1,4.90884564448914,4.90884564448914,21.948353116946112,0.44729834253253814,0.2704973871000258,0.08234879574816889
0.08421125265668292,-0.3149898382563463,-0.9360779824908869,1.6775495647858019,0.19709743425599882,0.45612853141137094,0,1.996996168800385,1,4.686044789524801,4.686044789524801,22.075790127391013,0.3376706421010936,0.17480081293949232,0.10032648694357406
-0.5025494305310144,-1.3514193649336357,-1.3992168908280114,-1.311988391272138,0.8809652833475466,-0.3884112181792141,1,-0.4275808236680185,0,5.561294703372647,,21.547705512522086,0.28209397310063866,0.09188645080530916,0.010640348261835866
-0.23148830686854246,2.4672467637991606,0.5690765380255499,0.6809309099329018,-0.3570480940351203,0.1584442010606834,1,0.4373141804538408,1,6.112493477512534,6.112493477512534,21.79166052381831,0.5182891845630659,0.39737974110393287,0.07042792729798705
-0.9478626414515657,0.6063587212132768,0.9468299060062708,-0.3748047041213732,-1.4512557383179259,-0.3247706566785969,1,-3.135838681464242,0,7.457087702815539,,21.146923622693592,0.5636195887207525,0.24850869769706216,0.03875585887635881
2.9911393122931313,0.8399737633509582,-0.9249490312082844,1.5983289649858021,1.7582009729466568,0.676943040264566,0,2.8437369929754315,1,3.328279388977193,3.328279388977193,24.692025381063818,0.3390061162550059,0.26719790106807667,0.09794986894957407
-1.8626404462893746,0.9769557045153425,-1.5067659838056267,-1.5351361857045027,-0.5399966101946251,0.5890047817955626,0,0.6846517024115488,1,6.915650469736154,6.915650469736154,20.323623598339562,0.26918808194332483,0.27815645636122743,0.0039459144288649245
