collateral,bank_access,risk,select_index_true,loan_star,loan,loan_amt,rate_latent,loan_rate,u_rate,v_select
0.3812628183948684,-0.6725082085816915,1.0841588519195073,-1.120046311400996,-1.1871891939492552,0,0.0,7.891953489221412,,0.7752071654761259,-0.06714288254825927
0.3902888443707411,-0.4793419059900081,0.3380216094194067,-0.38406688725556143,-0.4878365016684658,0,0.0,6.560380062255838,,0.3866852215079319,-0.10376961441290442
0.14654742863714654,1.0887636446173443,-0.8416974690352029,1.5045612283612926,2.124514880065552,1,12324.110208157927,5.156267053386882,5.156267053386882,0.1769184326136042,0.6199536517042594
0.19304627143082792,-0.02334910752788905,-1.7936134244471555,1.3359757933682788,2.266763849080979,1,11551.398517078256,2.969726566365232,2.969726566365232,-0.7662534409303712,0.9307880557127004
0.5730466254830661,-0.5115698921207664,-0.3349026418110913,0.3399555174578062,-0.9505780936401222,0,0.0,6.6987765632833485,,1.5764084848527393,-1.2905336110979284
0.11448368282210175,-0.11129679654665647,1.665541860463905,-1.4392057006027494,-1.927580408215573,0,0.0,8.179981590976995,,0.0297105006425312,-0.4883747076128236
0.2271498114239546,-1.4309138268494785,-0.4240101751013584,-0.8416168760736994,-0.7853849473582869,0,0.0,5.90305922087296,,0.4942942228872056,0.05623192871541253
0.5697224425278704,0.23110049797551577,-0.7487182579745004,1.2770994141726888,0.22872338466670272,1,15814.414338589158,5.99415580129085,5.99415580129085,1.3852344326660264,-1.048376029505986
0.6013394422266236,-0.3829313876026576,0.7187908671987843,-0.30277658285540526,-1.3718336755546068,0,0.0,7.86964586768364,,1.462697642245777,-1.0690570926992016
0.7624586043563562,-1.0072903244508076,0.7523874612382822,-0.6411682558308173,-1.574209482048439,0,0.0,6.34600720647147,,0.08235027493342711,-0.9330412262176216
0.3961397090109675,1.0279430876868412,0.035804528986843415,1.1316868349584885,0.6696250456911517,1,11835.91543943218,6.3763423917775555,6.3763423917775555,0.5871473959066128,-0.4620617892673368
0.13433340780695058,-0.6724128808284624,-0.808611899414413,-0.03374192360399997,1.5406590761726304,1,2622.383904808319,4.385153685301575,4.385153685301575,-0.6495980214524151,1.5744009997766304
0.3089963991462814,0.5917467385895463,-1.2445251330611031,1.6035237164444216,4.289981639108428,1,17671.299276419933,3.8794558143468585,3.8794558143468585,-0.40954191030853976,2.6864579226640055
0.19164602503129674,-0.4241072053688097,-1.9964641381412969,1.145579112834735,1.0111443304836945,1,11695.130792365906,3.9223892463535854,3.9223892463535854,0.438362347816198,-0.13443478235104062
0.29704146345191385,-0.075545331667086,1.1110630558562127,-0.7465048481490989,-1.946569622962734,0,0.0,8.129501150643623,,0.8822700137930566,-1.200064774813635
0.827455647709545,-1.4121500628805144,0.29011053665437336,-0.5508453315313313,0.7139282713108568,1,5486.548151766196,4.61608123808249,4.61608123808249,-0.9949829378695,1.264773602842188
0.24291859247174036,1.7321711617821967,0.1022654407391132,1.473586506797382,1.9490554319076805,1,24609.496610977876,6.491900122327346,6.491900122327346,0.44342470274595563,0.4754689251102986
0.4376427765297772,-1.457808372005295,-1.1463119526332506,-0.03858540341436345,-0.9370982312002092,0,0.0,4.833326272443177,,0.569505406243984,-0.8985128277858457
0.20388579332126283,2.025676658432314,-0.03145609003469367,1.7706630481771917,2.921064073923386,1,15151.917355691465,4.959539536720635,4.959539536720635,-0.9666716884165447,1.1504010257461943
0.1287307917400402,0.8813138201760167,0.244361343195754,0.489632308601853,-0.5158963449347114,0,0.0,5.824179594307121,,-0.533231674186525,-1.0055286535365644
0.6182852641394534,3.1537114628124256,-1.7874671886180729,4.6059402414423785,4.527081500807984,1,40479.05726723621,3.361097776057974,3.361097776057974,0.10645981559093583,-0.07885874063439414
0.4415336351300128,-0.6799790658931101,-0.4763794769417757,0.12537280912270554,-0.4977008741571304,0,0.0,6.277810671230663,,1.1810486978073969,-0.6230736832798359
0.7309197484811872,-0.049289963368790594,0.24548021218812668,0.5107350324450359,-0.26286246824101744,0,0.0,7.338490953040465,,1.6721983985586721,-0.7735975006860534
0.26714485772924357,0.34780114138496115,-0.4462844731442208,0.7409898829698613,1.0730329817944755,1,7412.785689547521,5.205376478478843,5.205376478478843,-0.12955134370224985,0.3320430988246141
0.31695052598318735,-0.38927088353273115,0.5845759181251815,-0.5914289795194047,-0.15785471797021172,0,0.0,7.215757853858527,,0.6495310610827157,0.43357426154919293
0.7113946707586304,-0.013647645837546666,-0.5257816617366335,1.0931185528647116,1.3544637502068744,1,10957.128093009098,3.6972149765494717,3.6972149765494717,-1.0274540749073116,0.26134519734216277
0.47831865071559176,1.2813001594940292,-1.0032727678569426,2.2372898899286806,1.883878259266917,1,19293.728154742326,3.724961971523438,3.724961971523438,-0.6708806203324524,-0.3534116306617635
0.18084659757444313,-1.8909767225209477,1.0384058950439303,-2.391991728700255,-3.1278572042733606,0,0.0,8.068020972179202,,0.7779871905848976,-0.7358654755731056
0.8063016079089912,-0.9606622908119289,-0.24922120205410125,0.20886012502757448,-0.1641350264668828,0,0.0,4.880735843529331,,-0.08049080480770265,-0.3729951514944573
0.20796407217726456,-0.062146599746858606,1.608801079777656,-1.2286739221787646,-0.48443871891112145,0,0.0,7.463083853959537,,-0.5087588127586788,0.7442352032676431
0.23870671765864612,0.6425864017549602,0.169270803348107,0.49149940781980817,0.8067258240787128,1,5895.467440357274,5.5672614837135965,5.5672614837135965,-0.5698142951640944,0.3152264162589047
