x1,x2,y
-2.247456304271947,-5.699671113478868,-1.0
0.979392160006082,-0.26736677217829086,-1.0
-0.22912119199560443,-1.5373567412518006,-1.0
-0.9064963102436638,-2.2126970441768408,-1.0
-1.0155786598324417,-2.2625324879323747,-1.0
2.033627720972855,0.5163855177882073,-1.0
2.8360068567402177,0.8561596335570633,-1.0
-2.2585276572386594,-5.731698452487521,-1.0
1.0694936187959234,-1.5234338664894231,-1.0
-1.4118806285110153,-2.1096167222214093,-1.0
3.268735401136734,0.009481678808812122,-1.0
2.9389511237609476,0.7843183183941077,-1.0
0.9510956290125598,-1.2265105442107793,-1.0
1.769124679553606,0.405107607385028,-1.0
0.10607587425646248,-1.1522955745703043,-1.0
2.28126680862899,0.8617214541708025,-1.0
-0.36133618219927754,-1.285795227084088,-1.0
-1.128312826803667,-2.079485684461588,-1.0
-1.5547054914988867,-2.271358080350601,-1.0
-1.915668602096176,-2.4836665761229764,-1.0
0.18071790341673832,-1.105906204795685,-1.0
-0.4836155752089799,-1.607903062885915,-1.0
1.1422643433081676,-0.0891707398015207,-1.0
-3.410116623432354,-4.618831905598283,-1.0
-0.3660866892289545,-1.767046989611957,-1.0
-0.9437343920732602,-1.8546525275355745,-1.0
-2.132216800899122,-3.348281306054191,-1.0
0.6640610970423699,-1.9851225001010988,-1.0
-0.4528079083454881,-1.8659767720686045,-1.0
-1.4000594737839513,-2.507113536968965,-1.0
-2.034087151346463,-4.2976094523062205,-1.0
2.6223684003452563,0.4435205862273286,-1.0
2.082236208650029,0.6064708139288053,-1.0
0.7469677367948533,-0.5462658672536498,-1.0
-1.084295949328955,-2.205841482725016,-1.0
3.1277385368575388,0.6957171368537665,-1.0
0.44364162151781894,-0.8701266680283934,-1.0
-0.47066082266033593,-4.784088088415313,-1.0
2.803147193029554,0.8596202506076012,-1.0
-1.2646073726869633,-3.1954845021643243,-1.0
1.3719640909364834,-0.683898056515695,-1.0
-1.3032577091634092,-3.083370567208655,-1.0
-1.6691286758174,-2.312324589319573,-1.0
1.405886226505988,0.00991312277358078,-1.0
-1.9047561476484962,-2.747015850202157,-1.0
-0.048227739105834555,-1.4846519134896907,-1.0
0.5601991711438927,-0.515149942840633,-1.0
-2.177655446718791,-2.730635386774609,-1.0
1.6186846085091124,0.30330926301655137,-1.0
0.3393814523724119,-0.9003186399537595,-1.0
0.850522817381564,-0.40304193381068565,-1.0
-0.8949897824221908,-1.6775226499287212,-1.0
-0.5586471805555631,-2.5919210630529097,-1.0
-0.036192254580606154,-1.039437499071661,-1.0
-0.21020361315681102,-1.8656650470097815,-1.0
1.229474559947361,-1.6778299841451347,-1.0
0.5402425314733943,-0.5347123028339378,-1.0
-0.5861054990527359,-3.443335587148744,-1.0
-3.487383524752267,-5.4131115755320796,-1.0
2.0582174254285297,0.2451689014556604,-1.0
0.13568954801034927,-1.438281733024544,-1.0
-1.21418735332111,-2.585971927045829,-1.0
-0.0003148431216422054,-2.2468747974965715,-1.0
-2.8458784655376737,-3.22459635616331,-1.0
2.8329285078734703,0.7790088850080594,-1.0
3.4281531730915242,1.8047550571429483,-1.0
-3.088853477390919,-3.629042634684795,-1.0
-0.9923814698603302,-1.779940644532814,-1.0
1.6104520447335844,0.09856638423954717,-1.0
-1.3003330814748213,-3.689091739325691,-1.0
0.4693483085511425,-0.8003436641253422,-1.0
-0.584003263794791,-2.3934742878336825,-1.0
1.9194851034161244,0.4267761431330843,-1.0
3.209250806748237,1.6334305125121666,-1.0
