size,cashflow,leverage,growth,digital_policy,disclosure,region_open,capex_star,capex,participate,twopart_y,gate,hurdle_y,selected,donation_obs,treated,invest_after
8.746385568312355,0.12670166456999826,0.14475079073961744,-0.07258012211361944,0,1,1,11.936921365205755,11.936921365205755,0,0.0,1,15.236175804335003,1,10.642383696968722,1,46.354156754853896
8.047909268711695,0.046928857020288,0.3123383982752797,-0.14345156409933,0,0,1,16.822252223915797,16.822252223915797,0,0.0,1,13.281796405646904,1,0.0,0,5.6732079890814955
8.912457391910761,0.030908066994661573,0.38382311465253693,-0.1850459101617644,0,0,0,34.84680530695105,34.84680530695105,0,0.0,0,0.0,0,,0,15.863802708869692
9.875332842048827,0.07979753255534287,0.7520300251744305,0.17433980418480355,0,1,1,13.18893162949999,13.18893162949999,0,0.0,0,0.0,1,2.5439741865248524,1,19.5463799581628
7.94243128780433,0.0697889226485043,0.5390484999254013,0.06146781440898496,1,1,0,43.366431763314594,43.366431763314594,0,0.0,1,8.80326085342376,1,0.0,0,-0.8349688994686009
7.9424493473559,0.052806317040363496,0.2363229489440174,0.16829297156891976,0,1,0,18.109057803400418,18.109057803400418,1,14.260205040727442,0,0.0,1,0.0,0,14.915732952207875
9.93713409705813,0.12178324684740291,0.5277658063068219,0.22428508350187235,0,1,0,84.48624175572819,84.48624175572819,0,0.0,0,0.0,1,5.782028439144442,0,29.466557778480777
9.0441782020682,0.13731831251423066,0.2024313617698615,0.14781105877105602,0,1,0,49.425030449848265,49.425030449848265,1,19.337760120237757,0,0.0,1,23.22153741745064,1,40.74844403907005
7.683578175471552,0.08530441317751085,0.6232305686219317,0.21839737170706727,0,0,1,39.572609445958136,39.572609445958136,1,5.464226531197587,0,0.0,1,0.0,0,36.98142032524122
8.79681604794456,0.1686518048633157,0.3746200557091394,0.08748418847639151,1,0,1,67.54527265551985,67.54527265551985,0,0.0,1,16.28043284522015,1,17.14296366444814,1,49.71926986473311
7.690240537906291,0.011498653151989696,0.43501820980173267,-0.11365880989503402,1,0,0,-3.676221323034614,0.0,0,0.0,0,0.0,0,,1,36.77318987635225
7.687697271072716,0.06838043244321691,0.6621274636067505,0.2904065525477433,0,0,0,-39.06012609729398,0.0,1,28.488973312671455,0,0.0,0,,0,-9.968016381846688
8.466158498722637,0.03699066076383171,0.24405382902652,-0.006040183900602847,1,0,0,42.44416578398094,42.44416578398094,1,27.42351411213057,1,0.0,0,,0,13.315817995999389
6.095391730876422,-0.03199219702438359,0.22646109038192141,-0.06840733377723665,0,1,0,9.110054388674307,9.110054388674307,0,0.0,0,0.0,0,,0,-2.348715289946572
6.302590384235663,0.07503915884943804,0.3566241077846392,0.06797478235520835,0,0,1,33.93129407912467,33.93129407912467,0,0.0,0,0.0,1,1.8522140474277045,0,15.506674861078693
7.58148371783493,0.072695149497003,0.6161406161630907,-0.06430596547337233,1,0,1,7.415621480394888,7.415621480394888,0,0.0,1,0.0,0,,1,16.9941125487652
7.085885767632133,0.17080698459452787,0.20690462792370523,0.024862531241902214,0,1,1,28.80359414790684,28.80359414790684,1,17.0183145001406,0,0.0,1,21.15181754287279,1,35.20492680413848
8.5456720658548,0.11784870107328665,0.05,0.16192970588142397,1,0,1,110.01352760313122,110.01352760313122,1,6.540483913227241,1,3.1646275385770615,1,11.259974528713204,1,57.794557191689925
7.2011735169266675,0.01854879054024771,0.3778145826545602,0.16270151306430286,1,1,1,-22.53142947531945,0.0,0,0.0,1,19.727566359922815,1,0.0,1,37.64988203153347
6.646465928531178,0.19124555398005127,0.5382785279857473,-0.061609411956613264,0,0,0,45.30867378090266,45.30867378090266,0,0.0,0,0.0,0,,1,50.44333310423098
9.812213645813708,0.15326202173152118,0.6420418799582127,0.012213032869225982,1,0,0,23.242161732744677,23.242161732744677,0,0.0,1,0.0,1,19.826066667653226,1,7.960114983699857
7.95164606946481,0.11492586220811694,0.3758941820663362,0.2933799408586439,1,0,0,28.544107943165365,28.544107943165365,1,0.0,0,0.0,0,,0,22.771487120356486
8.274281025156716,0.06641095406901008,0.3841717428614396,0.18935202119210942,0,1,0,23.283525533584687,23.283525533584687,0,0.0,1,0.0,1,0.0,0,32.75290199277553
6.632776995165196,0.02243364579659122,0.6346241174809195,0.4735117070827375,0,0,1,-12.505685421757223,0.0,0,0.0,0,0.0,1,0.0,0,36.1931487841252
7.601179003022298,0.057667593435736825,0.15084132804873274,0.312423071273475,0,1,0,54.410921624934986,54.410921624934986,0,0.0,0,0.0,1,0.0,0,-0.26536754111126015
8.322014848680851,0.14532491718225116,0.3878366759707185,0.305972752340789,1,1,0,82.84948384059894,82.84948384059894,1,24.61255080865509,0,0.0,0,,1,33.187337753859644
6.933907064835466,0.19307517835607654,0.4804678223880092,-0.14981633908204434,1,0,0,40.99041072771078,40.99041072771078,1,0.0,1,43.935707622673746,0,,0,36.28558340401513
8.613267820180239,0.17259461169633133,0.5218749954056054,0.23749486329401606,0,0,1,45.25508177101695,45.25508177101695,0,0.0,1,20.38811806616117,1,2.4629664042546504,0,19.114737940177775
7.539297441089314,0.05066903469282356,0.3684309290894588,0.0904407756945561,0,0,0,-3.61113278327014,0.0,0,0.0,0,0.0,0,,1,18.22230127750563
7.8791368752273945,0.012822954002659329,0.45551056187293465,0.0008232753631150919,0,1,1,31.047195407868323,31.047195407868323,0,0.0,0,0.0,1,0.0,1,4.262670881898249
7.5381227265476625,0.08845317481467224,0.05186762345392171,0.13024276129585513,0,1,1,102.92495927027535,102.92495927027535,1,0.0,0,0.0,1,9.17063094919153,1,25.742726463055718
10.237506002959831,-0.026106361933771097,0.34468025402658425,0.270138076230067,0,0,0,27.256243825428367,27.256243825428367,0,0.0,0,0.0,0,,0,-10.812514897451326
8.185153052788271,0.0993900628510869,0.5225613940087148,0.19014968638075808,0,1,0,19.1704544962837,19.1704544962837,0,0.0,0,0.0,1,0.0,1,33.458452708209364
7.036517978148509,0.07114384482207989,0.2928329545192513,-0.05812528424157079,0,1,1,7.7371523520643954,7.7371523520643954,0,0.0,0,0.0,1,15.807142932214004,1,46.62156879661519
9.104799403313507,0.05203780988790547,0.4594374754543356,0.23364260444667165,0,0,0,20.183727354857425,20.183727354857425,0,0.0,0,0.0,1,0.0,0,-2.4532755623989253
6.857071985031874,-0.015682184036007726,0.5214996001284317,-0.014765757573673488,0,1,1,-73.91951253364482,0.0,0,0.0,0,0.0,1,1.260457637823136,0,13.498307133284207
8.42974995450523,0.11081600639418299,0.3951921278627576,0.13900296141357152,0,0,0,48.551145188006984,48.551145188006984,0,0.0,1,18.019557361779814,0,,0,32.772511183147
6.044362863732246,0.04803794962028532,0.47727420335945137,0.04539698785411585,1,1,0,-15.828737697092095,0.0,1,0.0,0,0.0,1,1.1596167384186187,1,29.373702568753256
6.738995346211725,0.00980498985738272,0.29596278955446204,0.06060407468758738,0,1,1,-29.077364936713245,0.0,0,0.0,0,0.0,1,1.6772539129575206,1,6.5363624039177495
8.416547359456036,-0.09233573279689895,0.4169421952486325,0.2379237355072917,0,1,1,34.69591721176444,34.69591721176444,0,0.0,1,6.144722827117239,1,0.0,1,30.113138385691055
9.01231323799495,0.07834910569696182,0.5476345871342756,-0.0872348695668616,0,1,1,-3.3792929434172265,0.0,0,0.0,0,0.0,1,10.452328718992415,0,12.93419511691399
8.388505109308968,0.18633509580018465,0.4751156737549495,0.4501351133698479,0,1,1,38.744587495389105,38.744587495389105,1,8.404815817143184,1,10.292176091751706,1,6.018412465121292,1,37.94985931936702
