y,x,z1,z2,z3,z4
1.265960874818079,0.5039480472968307,1.668047321311954,-1.6473005342581661,1.3915110091876546,-0.9249687345314022
-1.0334665509646384,-0.1097776490520267,0.7373477267548951,0.17894081249714636,0.15573019346843212,0.18904385858258416
5.877641858553744,1.3690300742773034,-0.2015377573716711,0.12010052383709038,-0.43299805253073237,-0.11872821119668377
1.6320705337482715,0.6848304194553835,-0.1509119474905124,1.7311606175184495,-0.6742840490831029,-1.4459493075373329
4.8061620054788685,2.1615542718723315,0.9160518074370021,1.3413625006906915,0.2551222443399888,-1.7961552202920923
1.211828750484615,0.32021093080031093,1.1603296370270422,0.4398817220789618,-0.004291080028270573,0.34666643595079766
-1.7757442554626,-1.5883175062651098,-2.6199619982819256,1.1432612018818928,0.10683534380792668,0.049074230271022236
-2.0534362735284364,-1.6436454379352008,-1.3252945719279428,-1.6220306145743042,0.5913980370259414,-1.1377809333021855
0.14292304791368288,-0.5940284891692851,0.45998861835908145,-0.483190220467852,0.865850009542465,0.6137202472638208
0.9760437346302031,-0.497628660191087,0.10205164657422643,1.439487452765354,0.5029875854183258,-0.584359768253178
4.308033202295036,1.4349255634539733,1.0535527808200817,1.481404489319976,1.1221005058475861,0.5689271353631197
2.561906490786682,1.3097555708963573,1.6240426122549152,0.9631440312775116,1.2475635061789376,-0.40106442875039544
-4.311561333609138,-2.278431147664195,-1.5006350175855034,-0.515199639181384,-0.8448707136785476,0.3333235799913566
-2.2732216801028393,-1.1170603168698952,-0.27783169152926335,-0.07498040638805249,-0.5898607462658305,-0.8740344665000488
2.0816582742254743,1.031519615984536,1.1939950195092435,-0.5327269540701955,-0.43394890926671675,0.9128094605793451
0.027161527026612564,-0.7375721491000901,0.8618153268674301,-2.142734956521845,-0.8040232931561999,-0.48855878374824446
2.8069555480651465,0.8079787829240237,-0.4170460437934428,0.19404541517204893,0.5579052971815353,0.25736110910359705
-1.6443500843043153,-0.7560065240982641,-0.24953641691846906,0.20746539805834166,0.7769861535090209,-0.336120116048875
-1.1322750682230929,-0.8090435765841656,0.943677354839069,0.2593867148261192,-0.3970069169475102,-0.4128638707697835
2.3092377344458566,0.42254875812842085,-0.7663106382149386,-0.33040158593121743,0.6200802344981186,1.039328366268722
0.9163306183219148,-0.3331703914489646,0.2082287310833186,-0.4504250163049076,1.4239445695155637,-0.8578136947309346
0.28817863942508093,-0.5992308995840936,1.4087229250418996,-0.8484417500752253,-0.7364815123008763,0.15324891966987067
-3.1548042878684766,-1.241210906396469,-1.489104010486907,-0.6985567354963048,-0.7050753457492774,-0.6257534126952745
0.31911969281939356,-0.23123280071967323,-1.4758085333317534,-0.6571511626330426,-0.32036564601326467,0.7112285567468647
-1.4058438762644467,-0.8723331851507649,0.990846316763321,-1.2445520863570123,-0.6067145460779274,1.3958876091630552
2.372247161192166,0.563531358211291,-0.8832304261094982,0.8671601804171817,-0.6751338424713612,-0.5264066844526843
7.612201670377365,2.0884954965871145,-0.36618387575576145,1.4370016188406198,-0.6146997390342702,1.231727444411627
1.3199600759470282,-0.013064385982614404,-1.5347050330234122,0.9696778413044932,1.5451797097593918,-1.1828697461808564
4.138564368588753,1.4022127612247386,-0.35157551113856034,0.024995332025963563,0.5367752614914844,-1.1237759030119479
-3.4640092929244135,-1.6008048384166977,0.6399181149851065,-1.3879786288935803,1.0586706890215685,-0.0460960134085435
1.4291187053439292,-0.4666613039233766,0.6892391666626596,-0.5189021285487099,0.60281633030969,0.2287743851631214
1.3148607761917934,0.11496976472178014,0.7572523652762919,-0.06966633941733179,-0.8186354322089614,0.40054250129096997
1.067445945683726,-1.1927395361959932,-1.4305497703198065,-0.37406518048546145,-1.2088482590108105,-0.6786585343357184
-0.8117089102364836,-1.318301919442471,-0.428879298933193,-0.23448249132721544,-1.629839347966933,-0.6392989384161377
3.7294890497142132,1.2753222740122734,-0.6850118577799638,-0.5187665315669876,-2.1247014069461203,1.5422329872711675
2.1583321052057203,0.5558489583939774,-0.12564086405458477,0.3554401862150351,-1.6735090687116345,0.2092726047932396
-0.8835809636642102,-0.5512072999334444,1.1445872397183663,0.6809821074071378,0.2669024829959092,0.12887335320616897
4.076814382823617,1.068635240239767,0.32720978585615806,-0.6161248966745688,0.1730365463295589,-1.3216717757732135
4.020647349077469,1.1196793064238617,-0.13672744047703364,1.9899117392260954,-0.1400961130395932,-1.8906295685539836
