loan_amt,has_loan,log_loan_pos,collateral,bank_access,opportunity,cash,risk,size,p_loan_true,mu_loan_true,loan_count,loan_count_zip,structural_zero,green_share
0.0,0,,0.4666318768065582,0.9117569454093756,-0.8242050828295592,0.07884418512364276,-1.7673598696131376,0.10859377289575636,0.6964400548802122,3.5238362833223467,3,0,0,0.9027633228107902
0.0,0,,0.1326437174802895,-0.2700661203786816,-1.2104366627303298,-0.7796560893021378,0.30775471429242085,-1.1745762303696783,0.30135856210777917,2.1674898516785235,3,0,1,0.4443894993125564
0.0,0,,0.09953412142103246,0.551134822047363,-0.401489845888566,0.6384353420792592,-1.0486015500711527,1.2151621445373488,0.4248869007625548,3.10205744491291,0,0,1,0.5889701773007421
0.0,0,,0.625941043200366,-0.20512709920569797,1.5451604729494395,-1.4122941968331864,0.020006242901560233,1.2533132116466803,0.5907619497099752,12.682511102739085,5,0,1,0.7385759839842537
4.964342063279561,1,1.6022807737675255,0.36599889641213,-0.5114356931333909,1.470542466443827,0.6435409265294871,-0.6839922091376891,0.18835827424338522,0.3837930562915378,9.683848461965237,1,0,1,0.7608597076156407
0.0,0,,0.31352304550375615,0.797152349615106,-0.1287473164629125,0.7317292549181136,0.14181246796619076,-0.5736591264703238,0.5949925492012594,4.286935015725849,2,0,1,0.714383254314534
2.8274455858019247,1,1.0393736841905707,0.586063313353637,0.29687722402186606,-0.11653703427479065,0.8883705443799504,1.0543201353984537,-0.2779371049465852,0.656989438414724,5.510851814868642,2,0,1,0.5218964403679632
2.4780396777375486,1,0.9074677950793849,0.08657572328784677,-1.6837639255284287,-0.12100312129741064,0.0482138999090444,-0.0929850604576387,-0.5613714477349803,0.11822263760489084,3.5079669485738023,0,1,0,0.4264584518177876
6.172448031491322,1,1.8200955228402838,0.8874631457829713,1.4066054896597313,0.2981660955590873,-1.5938720712036254,0.30280115966540455,-1.704565009755133,0.8993924802737834,8.82012954077053,3,1,0,0.9145892936033199
2.1038883422643067,1,0.7437872242012261,0.5403631267654652,1.3422109939799518,-1.2282753152798227,-0.4477616835767184,1.3606247278036054,0.595426802020125,0.7902630259914628,3.1017133822390273,3,1,0,0.3711836435072886
0.0,0,,0.31300330075566546,-0.39864600121153887,-0.6458004383688797,0.03261415719937644,0.058353057254728107,0.7798932440187967,0.37439056091068634,3.34316766509863,0,0,1,0.41406598834101704
0.0,0,,0.3164717784016546,-0.8738954012154954,0.4830393412754248,-0.16494637174439614,-0.12814249521100723,-1.7743125496524959,0.2969816019460263,5.765451593899239,1,0,1,0.746559399606809
0.0,0,,0.26114639817721347,0.15154870742487023,-0.2576121345621291,-1.2383546439421327,2.105370559530766,0.04929480935406777,0.4445676867726533,3.844247725573245,0,0,1,0.2048070901309589
8.827673430169192,1,2.177891495205628,0.6913113180752396,0.40047043615301525,1.3604534164906346,0.41351622477279387,1.5989534879965743,0.4945917020982375,0.7261019399537884,12.309826257724326,3,3,0,0.5371079500860606
0.0,0,,0.04640818823158357,-0.020968673358918208,3.1069110039898447,1.0274493753589633,0.08816189173354057,-0.9778613370969237,0.2980361199626867,15.931282853159113,0,5,0,0.6131439048072951
4.6808701926130105,1,1.5434840312376414,0.5475841271318149,-1.2646221740734749,0.20448190128689572,1.356469037965375,0.47002270667711077,0.8642532721944095,0.3516842861170916,6.2101001748828,0,0,1,0.7187900827891269
1.0063026640977395,1,0.0062828853726458736,0.3915337268633797,1.1705027788695597,-1.7267711815604645,-1.0413030510301515,-0.10174393740754202,-0.11122704050225335,0.7001435115746215,2.135562732789906,3,0,0,0.75116425921827
16.824615218185503,1,2.822843005622056,0.4779444101050088,-0.5028061591197626,0.44343448613362263,0.9322083927926536,-0.4237873745106048,1.1400909138346746,0.44919215394816114,6.541709497965662,3,3,0,0.0
0.0,0,,0.3298507688869972,0.801555699243941,-0.5451514805725997,-0.5717021277480769,-1.1299410559390695,-0.0669317494884779,0.604993640424381,3.562252185903029,0,2,0,0.8162966972921691
9.93385053185249,1,2.2959481704528275,0.9315609937334456,0.9488372176767866,0.7918772078993387,0.2609974388932098,-0.6269430159360199,1.1707653299143437,0.8755334386560226,11.631372276988941,3,7,0,0.9011470101898675
3.7480690167274178,1,1.3212407784882299,0.30121703045377723,0.9497980251007347,1.2802493668316588,0.6087831280196944,-0.14577788120750895,-0.4025453340091718,0.6154331139173381,8.337930328204816,0,0,1,0.5519871703134813
17.124894247020322,1,2.8405332087727437,0.35074086965792967,2.5615037957531217,1.628397805951657,0.2319743788623458,0.49975993513856853,-1.2507330418845666,0.8575842576165628,10.303645138276895,2,5,0,0.3841852895253291
0.0,0,,0.4415560923660652,-0.5745369248895241,1.8162965336394123,0.7139353005188542,0.2698631273101506,0.37085606108548236,0.4150212309272704,12.236494258579963,0,6,0,0.0
9.789372202268622,1,2.2812973280581033,0.5047569455611224,-1.2808190356922562,0.47211384680992036,1.949807692579938,-0.27814732833985595,-1.1438218536795708,0.3264170143601693,6.7943806630979156,0,0,1,0.7683896292511101
0.0,0,,0.3483019895898574,0.9891314695001112,-0.9009096441865418,-0.21745665473472,1.239163756216359,-0.3505888693564243,0.6480225257262203,3.05333721535419,1,0,0,0.48267614096126726
0.0,0,,0.8572882718917973,0.7240901838729478,0.10614629499919415,1.25029951716724,0.2665396771966552,0.8950733074161786,0.8330911321913191,7.828020484089847,5,4,0,0.9074415674958872
0.0,0,,0.4472329989768902,-0.13702119769449386,0.9991970604425074,0.21063973362790742,1.0333290764016185,1.9450520052252414,0.4995579124464084,8.308875560435236,0,2,0,1.0
0.0,0,,0.15550287230925336,-0.4046339309483712,0.30632206941543405,-1.0406268946877801,1.831909752672888,0.19264036922525288,0.29151370434994067,4.582236411485693,0,0,1,0.1710003743822539
7.947325495005558,1,2.0728354563432054,0.723058458277355,-0.0633806777157392,-0.6296227695157064,0.47029872775418674,-0.6281809486243112,0.41994907263927894,0.6685539109107552,4.873116559756531,1,0,0,0.9462720741225519
0.0,0,,0.4563022836767282,-1.3405427240107737,0.44719442554346295,-0.12877000744055828,-0.9904541994633643,-0.17423330240810153,0.2925364827191953,6.427112558198423,0,0,0,1.0
2.457047446008098,1,0.8989604038972024,0.2167302551594012,-0.09919834733136002,-0.9574533322316258,0.16437072158298535,-0.6631600837296496,-0.3433609189011185,0.3740027890792987,2.639737895369113,3,1,0,0.6903890690440387
11.608407016473446,1,2.4517295784125133,0.21924751041302606,-0.6839836641596343,1.7559459715522874,-1.515620384436838,0.1312220429385416,-0.13718428271434718,0.2793363124875249,9.731585433372416,0,0,1,0.49495129443615166
0.0,0,,0.38929875852170054,-0.7699349832509795,-0.20180837955328762,0.13205295561021993,0.7328280475906964,-1.6086814569109047,0.35146652377503346,4.431334855641375,0,1,0,0.5979343405566881
3.0996468764892287,1,1.1312881941928452,0.4773594273481403,1.342833737702322,-0.40803959159144143,-0.2958255665612809,0.6100841674395833,-0.13100194415915936,0.7647535536893129,4.344733754952458,0,0,1,0.3852287715472297
2.577415666287002,1,0.9467872171833935,0.5003001734816344,-0.07896169785486208,-1.009163559387148,0.9507342767801447,0.11229930107393302,1.4148079475592152,0.5415251652141867,3.3236768253001627,1,0,1,0.6074722477688522
7.457080658762897,1,2.0091640050195734,0.8942349749995454,1.1583836648422159,-0.3991137252723305,-1.337437740503598,0.7468927984889138,0.8048439423627828,0.8829058171404368,6.3498861865681,2,2,0,0.7529386854919321
4.980511467086341,1,1.6055325899970478,0.5767570464920391,-0.18626701752090163,-1.344388031844025,-1.3283318265747766,1.1657661202197984,0.22901370205506322,0.5660317497105521,3.03125003290133,0,0,0,0.31822163575162454
0.0,0,,0.31926668364344024,-2.017578452098769,2.7775315562889995,-0.2432462868735218,0.6292983968882081,0.6858024419445543,0.15278702740871158,17.387562682889513,0,0,1,0.544736623417863
0.0,0,,0.24541350022263594,1.078184557092219,0.14200008506598152,1.6127110460876992,1.2516940010958233,-0.5601802093143569,0.607152892148391,4.59161673100743,0,0,0,0.30914140556690006
